datetime,open,high,low,close,volume
2024-01-01 22:00:00,0.92825,0.928375,0.92795,0.92795,16.800000429153442
2024-01-01 22:15:00,0.927985,0.927985,0.927455,0.927885,119.90000319480896
2024-01-01 22:30:00,0.92788,0.92788,0.92779,0.92779,63.80000138282776
2024-01-01 22:45:00,0.92779,0.92793,0.927775,0.927905,64.720001578331
2024-01-01 23:00:00,0.92789,0.92878,0.92789,0.928675,1177.27002081275
2024-01-01 23:15:00,0.92867,0.9293,0.92867,0.92926,1354.2500309944153
2024-01-01 23:30:00,0.929265,0.929515,0.929005,0.92937,1560.850048303604
2024-01-01 23:45:00,0.92936,0.9297,0.929055,0.929265,1889.36005461216
2024-01-02 00:00:00,0.929245,0.92943,0.929035,0.92941,1520.5900416374209
2024-01-02 00:15:00,0.929415,0.92968,0.929335,0.929625,1262.4000425338745
2024-01-02 00:30:00,0.92961,0.92986,0.92961,0.92983,597.4000195264816
2024-01-02 00:45:00,0.92982,0.93009,0.92982,0.930005,816.9900172948837
2024-01-02 01:00:00,0.93001,0.93002,0.929735,0.929745,826.6900262832642
2024-01-02 01:15:00,0.92975,0.930055,0.929745,0.929965,997.3100214004515
2024-01-02 01:30:00,0.92995,0.930055,0.929855,0.929905,1509.1800438165665
2024-01-02 01:45:00,0.92991,0.929935,0.929815,0.929835,166.19000601768494
2024-01-02 02:00:00,0.929825,0.929965,0.92974,0.92996,1037.7600239515305
2024-01-02 02:15:00,0.929955,0.929955,0.929695,0.929765,405.21001076698303
2024-01-02 02:30:00,0.92976,0.930415,0.92976,0.93032,915.4500254392624
2024-01-02 02:45:00,0.93031,0.93084,0.930275,0.930775,1533.390033364296
2024-01-02 03:00:00,0.93074,0.93087,0.930545,0.930675,1173.760032057762
2024-01-02 03:15:00,0.93067,0.930795,0.93061,0.93061,406.8700127601624
2024-01-02 03:30:00,0.930615,0.930765,0.93061,0.930765,469.6000106334686
2024-01-02 03:45:00,0.930775,0.930875,0.930775,0.930875,633.0200090408325
2024-01-02 04:00:00,0.93086,0.93096,0.93085,0.93094,462.10000562667847
2024-01-02 04:15:00,0.93094,0.931115,0.93094,0.93108,287.6900067329407
2024-01-02 04:30:00,0.93107,0.931105,0.930905,0.93095,555.6000081300735
2024-01-02 04:45:00,0.930945,0.931655,0.93094,0.931635,618.0500128269196
2024-01-02 05:00:00,0.931635,0.93166,0.931525,0.93156,327.7300066947937
2024-01-02 05:15:00,0.93155,0.93161,0.931395,0.931455,806.290013551712
2024-01-02 05:30:00,0.931435,0.931485,0.931335,0.931365,996.7100064754486
2024-01-02 05:45:00,0.931355,0.931355,0.931015,0.931175,958.950008749962
2024-01-02 06:00:00,0.931175,0.931425,0.931145,0.93115,668.9200133085251
2024-01-02 06:15:00,0.931145,0.93116,0.930905,0.931055,779.9200147390366
2024-01-02 06:30:00,0.931045,0.931045,0.930575,0.93059,749.0400174856186
2024-01-02 06:45:00,0.9306,0.93169,0.9306,0.931685,797.2300237417221
2024-01-02 07:00:00,0.931675,0.932965,0.931675,0.93227,2900.75009059906
2024-01-02 07:15:00,0.932265,0.932405,0.93175,0.931795,1699.2800549268725
2024-01-02 07:30:00,0.931765,0.933045,0.931655,0.93269,1940.5600568056109
