datetime,open,high,low,close,volume
2024-01-01 22:00:00,1.10454,1.104595,1.104505,1.104585,500.94999837875366
2024-01-01 22:15:00,1.10458,1.104595,1.10444,1.1045,214.05999940633774
2024-01-01 22:30:00,1.104505,1.104505,1.104385,1.104415,525.5899996161461
2024-01-01 22:45:00,1.10439,1.1045,1.104345,1.104455,722.5599991306663
2024-01-01 23:00:00,1.104495,1.104495,1.103845,1.103845,1289.109987847507
2024-01-01 23:15:00,1.10384,1.103845,1.103725,1.103775,1126.2199845910072
2024-01-01 23:30:00,1.10378,1.103845,1.10363,1.10369,1221.8299887776375
2024-01-01 23:45:00,1.103685,1.10375,1.10358,1.10367,1650.0199845433235
2024-01-02 00:00:00,1.10368,1.10381,1.10368,1.103725,2668.8099862858653
2024-01-02 00:15:00,1.103735,1.10375,1.103435,1.103485,1761.739985615015
2024-01-02 00:30:00,1.103475,1.10359,1.103465,1.103585,1274.2499902024865
2024-01-02 00:45:00,1.10358,1.10384,1.10358,1.10383,2658.969987742603
2024-01-02 01:00:00,1.103815,1.104335,1.10377,1.103895,3966.879965879023
2024-01-02 01:15:00,1.10389,1.10432,1.10388,1.10395,3814.0299691557884
2024-01-02 01:30:00,1.103955,1.103985,1.103705,1.103835,3857.239970870316
2024-01-02 01:45:00,1.10385,1.10401,1.10343,1.10349,3198.5699819400907
2024-01-02 02:00:00,1.103485,1.103595,1.103155,1.103195,2186.699984140694
2024-01-02 02:15:00,1.10318,1.10318,1.10263,1.10263,2776.729984767735
2024-01-02 02:30:00,1.102655,1.102685,1.102225,1.10238,4724.759949825704
2024-01-02 02:45:00,1.102385,1.10241,1.101835,1.101885,4797.089961744845
2024-01-02 03:00:00,1.10189,1.10237,1.101775,1.10224,4291.799972705543
2024-01-02 03:15:00,1.102235,1.102405,1.102075,1.102145,2119.89998370409
2024-01-02 03:30:00,1.102165,1.102315,1.102075,1.102315,1825.7999883368611
2024-01-02 03:45:00,1.10232,1.10249,1.10232,1.10246,2617.2699759826064
2024-01-02 04:00:00,1.102465,1.10251,1.10209,1.1022,2744.4399777948856
2024-01-02 04:15:00,1.10223,1.10226,1.10193,1.101935,1437.1299927979708
2024-01-02 04:30:00,1.10195,1.10206,1.10174,1.10176,3288.0599897429347
2024-01-02 04:45:00,1.10175,1.10212,1.101665,1.102095,4005.8499916791916
2024-01-02 05:00:00,1.102105,1.10253,1.102095,1.102515,2117.109986074269
2024-01-02 05:15:00,1.102545,1.10283,1.102485,1.102665,3122.6699756756425
2024-01-02 05:30:00,1.10266,1.103045,1.10266,1.10301,2447.609979711473
2024-01-02 05:45:00,1.103025,1.103375,1.102935,1.10335,3412.539980120957
2024-01-02 06:00:00,1.10336,1.103435,1.10318,1.103235,3010.449979327619
2024-01-02 06:15:00,1.10323,1.10338,1.103015,1.10321,2113.0499806180596
2024-01-02 06:30:00,1.103215,1.10348,1.103105,1.10337,2836.6199826672673
2024-01-02 06:45:00,1.103375,1.103525,1.102695,1.102875,3666.319971717894
2024-01-02 07:00:00,1.10287,1.10312,1.102475,1.102825,6067.7199536040425
2024-01-02 07:15:00,1.102815,1.103775,1.102775,1.10373,5207.48995641619
2024-01-02 07:30:00,1.10372,1.10381,1.102985,1.103005,7076.6699557080865
2024-01-02 07:45:00,1.102995,1.103155,1.101525,1.10155,14902.769961819053
2024-01-02 08:00:00,1.10157,1.103885,1.10157,1.103255,14606.519930645823
2024-01-02 08:15:00,1.10323,1.10342,1.10277,1.1029,8465.149943038821
2024-01-02 08:30:00,1.102895,1.103305,1.10281,1.10293,9296.739935606718
2024-01-02 08:45:00,1.10295,1.103295,1.102545,1.10297,10509.459948435426
2024-01-02 09:00:00,1.102975,1.10365,1.102905,1.10353,11127.18995589763
2024-01-02 09:15:00,1.103525,1.1038,1.10332,1.103335,6594.60995592922
2024-01-02 09:30:00,1.10333,1.103515,1.101905,1.101975,7549.049959354103
2024-01-02 09:45:00,1.101945,1.102005,1.10109,1.10151,9877.809958033264
2024-01-02 10:00:00,1.101495,1.101705,1.099715,1.10002,9776.609961099923
2024-01-02 10:15:00,1.100015,1.10057,1.09996,1.1004,11093.589962922037
2024-01-02 10:30:00,1.100385,1.10102,1.10029,1.10098,6004.370001271367
2024-01-02 10:45:00,1.100985,1.101125,1.10031,1.10076,8863.739970572293
2024-01-02 11:00:00,1.100765,1.10078,1.09894,1.098965,11674.899952158332
2024-01-02 11:15:00,1.098985,1.09921,1.097855,1.098055,13279.379939347506
